id	alt_title	archived	co_op	collection_id	controller_support	date_added	date_modified	description	developer	esrb	favorite	filename	genre_id	gpu	hdd	last_played	mod	notes	online_multiplayer	operating_system	platform_id	play_count	players	processor	publisher	ram	region	save_path	steam_id	store	tags	title	translation	year
942		0	0		1	2023-07-16 17:08:28.216424	2023-07-30 04:02:42.859375	Delver is a first person action roguelike dungeon crawl with crunchy pixels. Take the role of an adventurer that tries their fate in the dark dungeons (and probably dies horribly). Fight monsters, grab loot, hoard potions, and level up!	Chad Alan Cuddigan		0	delver	1	OpenGL 2.0 compatible	200 MB				0	Linux (32/64 bit)	17		1	2.0 GHz	Chad Alan Cuddigan	1 GB	NA			ITCH	Roguelite, Fantasy, First-Person	Delver	0	2013
943		1	0		1	2023-07-16 17:57:26.738321	2023-07-16 20:36:53.825607	As a deity that interferes directly with mortal affairs, the player will help his followers, the Greeks, survive and prosper in a mythical land. A good god will improve the city of his followers and eventually attract the inhabitants of neighbouring hamlets, be they neutral or even hostile. An evil god will recruit armies and conquer them.	Lionhead Studios	T	0	black-white-2	4	128 MB VRAM	3.5 GB				0	Windows XP	40		1	2.2 GHz	Electronic Arts	1 GB	NA				Strategy, Management	Black & White 2	0	2005
944		0	0		1	2023-07-17 15:53:10.610778	2023-07-17 16:22:35.211846	Learn basic math skills with Number Munchers. Keep your Muncher away from the Troggles by munching on multiples, factors, prime numbers, equalities, and inequalities. If you can stay away from the Troggles and earn enough points, you'll be part of the Muncher Hall of Fame.	MECC		0	number-munchers.zip	6						0		7		1		MECC		NA					Number Munchers	0	1990
945		0	0		1	2023-07-17 16:36:36.575758	2023-12-25 03:05:01.468404	It is the unimaginably distant year 2009. You are Nick Vrenna, falsely locked inside a high security prison. The genetic experiments conducted in the prison, combined with a full-scale riot that took place recently, caused all guards and inmates to be transformed into insane, aggressive mutants. Your job is to escape while stopping the genetic plague from transforming the whole world.	Crack dot Com		0	abuse.zip	1						0		7		1		Crack dot Com		NA				2D Scrolling, Shooter	Abuse	0	1995
946		0	0		1	2023-07-17 17:21:44.955859	2023-07-30 03:59:49.280114	Build molecules out of the atoms provided - but watch for double, triple or four way atoms that will stop you from completing your task!	Blue Byte Studio		0	atomino.zip	9						0		7		1		Psygnosis		NA					Atomino	0	1990
947		0	0		1	2023-07-17 17:54:08.137857	2023-07-17 20:13:23.391731	Gameplay consists of solving either adding and subtracting or multiplying and dividing equations to kill aliens to progress through the levels.	Davidson & Associates		0	new-math-blaster-plus.zip	6						0		7		1		Davidson & Associates		NA					New Math Blaster Plus!	0	1990
948		0	0		1	2023-07-17 23:28:28.535637	2023-07-18 02:31:53.956359	In the near future, Psionics are among us. Their evil thoughts pulsate across time and space corrupting even the strongest minds. Players assume the role of Agent Cain, a powerful Psionic working for an elite government agency. As Cain, you strive for mastery of innate psychic “Talents” such as the ability to shoot fireballs or the power to summon hideous creatures. Using these “Talents” depletes both Health and Sanity, so players must walk a fine line to ensure that they don't lose their minds!	Fox Interactive	T	0	sanity-aikens-artifact	3	8 MB VRAM	400 MB				0	Windows 95	40		1	300 MHz	Monolith Productions	64 MB	NA					Sanity: Aiken's Artifact	0	2000
949		1	0		0	2023-07-20 16:31:56.557217	2023-10-12 20:58:26.118906	Free the young sorceress Ecstatica from the unholy spell cast by vile supernatural forces. The peaceful village of Tirich was invaded by horrifying monsters. You are a lonely adventurer looking for shelter who finds himself in the role of a hero who must awaken Ecstatica, save the village and its inhabitants, and defeat the forces of darkness who are pulling the triggers behind the scene.	Andrew Spencer Studios		0	ecstatica.zip	2						0		7		1		Psygnosis		NA				Survival, Horror	Ecstatica	0	1994
950		1	0		0	2023-07-20 17:08:32.233287	2023-10-12 20:58:30.793617	n the original Ecstatica, the hero managed to defeat the recently unleashed Devil and his creatures in the small village of Tirich and rescue Ecstatica, the witch-in-training responsible for the whole mess. The two of them journey back to the hero's land only to find that the forces of darkness have brought the fight home. In his mad quest for power, the evil Archmage has shattered the Elder Sign which governs reality. This has allowed the demons to pass through into this world, slaughtering the people of the surrounding lands or transforming them into brutal killing machines.	Andrew Spencer Studios	M	0	ecstatica-ii.zip	2						0		7		1		Psygnosis		NA				Survival, Horror	Ecstatica II	0	1997
951		0	0		0	2023-07-21 18:14:15.071284	2024-02-07 19:14:40.982664	Pick up speed in order to beat the track before your time runs out; you also have to destroy various obstacles in your way and collect weapon upgrades.	Bullfrog Productions		0	tube.zip	1						0		7		2		Bullfrog Productions		NA				Racing	Tube	0	1995
952		0	0		1	2023-07-22 03:08:28.841154	2023-07-22 03:17:58.798452	As the offspring of almighty Zeus, you demand a seat among the gods. But before ascending to the top of Mt. Olympus, you must first defeat some of the most powerful deities in the Greek pantheon. Such a task would be impossible for a puny mortal, but you wield the raw power of the universe in your hands, for you are destined to become a god! Learn to shatter the sky with lightning and shower the earth with fire. Summon heroes to aid your people, and plagues to destroy the enemy. Call forth tornadoes, hurricanes, tidal waves, and columns of flame.	Bullfrog Productions		0	populous-ii.zip	14						0		7		1		Electronic Arts		NA					Populous II: Trials of the Olympian Gods	0	1993
953		1	0		1	2023-07-24 16:20:11.833110	2023-07-25 20:00:40.458891	A shadowy corporation has seized control of your country. The people have taken to the streets in protest. A state of emergency has been declared... now it's time for you to fight for your freedom.	VIS Entertainment	M	0	state-of-emergency	1	32 MB VRAM	600 MB				0	Windows 98	40		1	600 MHz	Rockstar Games	64 MB	NA				Brawler	State of Emergency	0	2003
954		0	0		0	2023-07-27 15:46:10.772688	2023-10-07 18:19:28.602151	The Lich has thrown the world into a timeless loop and plunged its inhabitants into never ending chaos. Wield an expanding deck of mystical cards to place enemies, buildings, and terrain along each unique expedition loop for the brave hero.	Four Corners		0	loop-hero	12		200 MB				0	Linux 64-bit	17		1		Devolver Digital	2 GB	NA			GOG	Fantasy, Card Collectible, Strategy	Loop Hero	0	2021
955		0	0		1	2023-07-27 16:16:07.892652	2023-07-27 16:25:43.816712	Jog! Jump! Switch! Coordinate the crazy conga line of alien athletes in this autorunner / puzzle platformer for 1-4 players.	Space Mace	E	0	joggernauts	1	DirectX 10 compatible	750 MB				0	Windows 7 SP1	40		1	Intel Core i5	Graffiti Games	2 GB	NA				Platformer, Puzzle	Joggernauts	0	2018
956		0	0	74	1	2023-07-27 16:37:30.138151	2023-10-08 03:11:31.215862	The Confederation have been at war with the Kilrathi for the past 20 years, and you're just now joining the Vega campaign. You're a 2nd Lieutenant just out of the Academy, with some good work under your belt. You're posted to Tiger's Claw, the flagship of the Confederation Fleet. Will you help the Confederation to victory, or go down in infamy?	ORIGIN Systems	T	0	wing-commander.zip	1						0		7		1		ORIGIN Systems		NA			GOG	Vehicular Combat, Simulation	Wing Commander	0	1990
957	Beastorizer	0	0		1	2023-07-27 23:25:34.026971	2023-10-08 02:56:59.781111	"Bloody Roar is best known for its ""zoanthrope"" system, where each playable fighter has the ability to transform into a half-human half-animal creature with enhanced fighting abilities."	Raizing Co.	T	0	beastrzra.zip	7						0		19		1		Raizing Co.		NA					Bloody Roar	0	1997
958		0	0		1	2023-07-28 21:53:26.808330	2023-07-29 03:09:51.298499	Cadillacs and Dinosaurs is a 2D side scrolling beat'em up, based on the animated series.	Capcom		0	dinou.zip	1						0		19		1		Capcom		NA					Cadillacs and Dinosaurs	0	1993
959		0	0		1	2023-07-28 23:33:06.094581	2023-07-29 00:14:14.074357	Sensible World of Soccer is an enhanced version of Sensible Soccer. Virtually every important soccer league in the world is included in this game, with some countries not only having premier / first division, but 2nd, 3rd, and more divisions. All important international competitions are also included (club- and national-team based). The game has a career mode, where you may play up to 20 seasons as player manager or manager only. During a career as a coach you're not tied to one club / national team, meaning if you're good enough one (or more) big clubs make offers to you to coach their team.	Sensible Software	E	0	sensible-world-of-soccer.zip	13						0		7		1		Renegade Software		NA					Sensible World of Soccer	0	1995
960		0	0		1	2023-07-30 04:19:06.887854	2023-10-06 22:21:51.163668	In Blackthorne, players take on the role of Kyle Blackthorne, a lethal commando equipped with brute strength, animal cunning, and a mysterious past that he has just begun to remember. Thrown onto the futuristic planet of Tuul, Blackthorne must contend with a world overrun by mutant monsters and goblin hordes in a valiant attempt to liberate the Androthi people.	Interplay Productions	T	0	blackthorne_1994.sfc	1						0		34		1		Blizzard Entertainment		NA				Platformer, Shooter	Blackthorne (1994)	0	1994
961		1	0		1	2023-08-29 17:54:54.207749	2023-10-08 18:51:05.227637	Take a band of gun-toting rebels -a robot, a madman, a mole and a criminal mastermind. Put them in a vividly stunning fantasy realm. Then give them an impossible mission - pulling off the biggest heist of all time in the middle of a war. All you have to do is battle your way through dastardly enemies, giant war machines and an army of psychopathic robots. But don't worry; you have plenty of ammo and absolutely no common sense. Victory is yours in 12,000 bullets or less!	LucasArts	T	0	armed-and-dangerous	1	32 MB VRAM / DirectX9 compatible	4.5 GB				0	Windows 98 SE	40		1	1.0 GHz	Planet Moon Studios	256 RAM	NA			GOG	Sci-Fi, Shooter	Armed and Dangerous	0	2003
962		0	0		1	2023-10-06 18:04:36.072441	2023-10-06 18:28:21.313092	Colony Wars is a combat fighter game set in space. You, as the player, join as a recruit in the League's fleet. Missions take place in various fighters, from a 1st person view inside the cockpit, or a 3rd person view from behind your ship. Ships have separate meters for shields and armor, and the player must cycle between weapons designed specifically to damage each. At the most basic, purple lasers must drain a target's shields, followed by switching to red lasers to destroy them.	Psygnosis	E	0	colony-wars.m3u	1						0		29		1		Psygnosis		NA				Vehicular Combat, Simulation	Colony Wars	0	1997
963		0	0		1	2023-10-06 18:20:17.512361	2023-10-06 18:25:25.153270	Echo Night places you in the middle of a supernatural adventure, where you will travel to the past and discover the secrets of the dead.	FromSoftware	T	0	echo-night.chd	4						0		29		1		Agetec		NA				Survival, Horror, Puzzle	Echo Night	0	1999
964		0	0	75	1	2023-10-06 18:34:49.222349	2023-10-06 18:38:32.214287		FromSoftware	T	0	kings-field.chd	3						0		29		1		FromSoftware		NA				Fantasy, First-Person	King's Field	0	1995
965		0	0	75	1	2023-10-06 18:43:28.088903	2023-10-06 18:45:54.150470	The game takes place on the island of Melanat. The player takes the role of Granitiki prince Aleph (Alef/Alexander), who has taken it upon himself, as one of the king of Verdite's closest friends, to retrieve the holy sword known as the Moonlight Sword, and return it to King Alfred of the kingdom of Verdite.	FromSoftware	T	0	kings-field-ii.chd	3						0		29		1		ASCII Entertainment		NA				Fantasy, First-Person	King's Field II	0	1996
966		0	0		1	2023-10-06 18:52:21.425545	2023-10-06 18:55:50.948563	Players control Ruus Hardy as he embarks on a quest to reclaim his homelands in this first-person RPG.	FromSoftware	T	0	shadow-tower.chd	3						0		29		1		Agetec		NA				Fantasy, First-Person	Shadow Tower	0	1998
967		0	0		1	2023-10-06 19:02:03.342878	2023-10-06 19:18:54.759648	Spriggan: Lunar Verse is a 3D action game based on the Japanese manga series Spriggan. In the manga, mysterious artifacts have been discovered in many parts of the world. The ARCAM Corporation protects such artifacts from evil forces dispatching their super elite agents known as Spriggans. The story revolves around Tatsuki Otsuki, a high school boy working for the ARCAM Japan branch to become a Spriggan, getting involved in an existential war.	FromSoftware		0	spriggan-lunar-verse.chd	1						0		29		1		FromSoftware		JP				Third-Person	Spriggan: Lunar Verse	0	1999
968		0	0	49	1	2023-10-06 19:33:06.637679	2024-01-25 17:23:00.896193	A Tetris puzzle game featuring characters and images from the Cardcaptor Sakura anime.	Affect Co.., Arika Co.		0	tetris-with-cardcaptor-sakura-eternal-heart.chd	9						0		29		2		Arika Co.		JP				None	Tetris with Cardcaptor Sakura: Eternal Heart	0	2000
969		0	0	76	1	2023-10-06 21:16:12.050725	2023-10-07 19:58:23.380060	"After the Awakening, magic has been re-discovered, and human beings have accepted the existence of those they thought to be fantasy creatures. Mega-corporations and cyberworlds had to give space to elves and Native American shamans. Jake Armitage was a seemingly ordinary data courier, assassinated by a hit squad in the year 2050 in Seattle, Washington. Miraculously, his true story began after his death. A mysterious figure approached Jake and cast a spell on him; after that, he woke up in the morgue.

Jake doesn't know what happened to him, he doesn't even remember his own name. He is contacted by a shamanistic Dog totem with a cryptic message about his mission. Wandering through the large city where monorails, computers, and street gangs armed with automatic weapons co-exist with orcs, dwarves, and vampires, he begins to unravel the mystery, gradually learning about dangers awaiting him around every corner, and his own past."	Beam Software	T	0	shadowrun_1993.sfc	12						0		34		1		Data East		NA				Sci-Fi	Shadowrun (1993)	0	1993
970		0	0		1	2023-10-06 21:27:51.204357	2023-10-06 21:32:45.007659	"Super Bowling has three different game modes: Turkey Bowl is standard 10-frame bowling. Golf Mode features nine different ""holes"" (pin setups) and a par number for each, with scoring depending on number of throws needed to knock over all pins compared to par. Finally, Practice Mode allows setting up any number of pin combinations for practicing."	Athena Co.	E	0	super-bowling_1992.sfc	13						0		34		4		Technos		NA				Bowling	Super Bowling (1992)	0	1992
971		0	0		1	2023-10-06 21:39:12.449470	2024-03-25 16:22:52.913908	"Super Bowling is a third-person bowling game. Players may bowl in several different environments, which range from ice ponds to neon-lit Chinese temples. Players can face-off against characters in their home stages, much like a fighting game. If the player wins they can then play on these stages in other play modes.

Multi-player modes are also available, with a number of different variations."	Athena Co.	E	0	super-bowling.z64	13						0		21		4		Athena Co., UFO Interactive Games		NA				Bowling	Super Bowling	0	1999
972		0	0	76	1	2023-10-06 22:01:38.227161	2023-10-09 18:04:22.031413	The year is 2058. Following an event known as the Awakening, magic has returned into the world. Native American shamans and elves reclaimed a vast area known as Salish-Shidhe, located around the free city of Seattle. A small team of shadowrunners - mercenaries working for powerful corporations - is brutally attacked in the wilderness. The massacre is captured in video and broadcast in the news. One of the slain shadowrunners, Michael, had a brother named Joshua. Arriving in Seattle, Joshua begins to investigate his brother's death. He must find out who killed Michael, and what was the nature of the shadowrun job he was carrying out.	BlueSky Software	T	0	shadowrun_1994.gen	3						0		14		1		SEGA		NA				Sci-Fi	Shadowrun (1994)	0	1994
973		0	0		1	2023-10-06 22:15:22.733070	2024-01-22 12:53:54.928575	"Metal Fangs is a unique futuristic battle driving game, where the player controls a team of racers and must attempt to destroy the competing team. Each ""race"" is made up of two heats of two parts each, and hits or kills on the other team earns points. During each heat, each team takes one turn attacking (four vehicles on the course) and one turn defending (three vehicles on the course). The team with the most points at the end of the last heat wins a reward and moves on to the next match."	SEGA		0	metal-fangs.gen	11						0		14		2		Victor Entertainment		JP				Sci-Fi, Top-Down	Metal Fangs	0	1993
974		0	0		1	2023-10-06 22:22:09.927260	2023-10-06 22:25:01.603017	In Blackthorne, players take on the role of Kyle Blackthorne, a lethal commando equipped with brute strength, animal cunning, and a mysterious past that he has just begun to remember. Thrown onto the futuristic planet of Tuul, Blackthorne must contend with a world overrun by mutant monsters and goblin hordes in a valiant attempt to liberate the Androthi people.	Blizzard Entertainment	T	0	blackthorne_1995.32x	1						0		2		1		Interplay Entertainment		NA				Platformer, Shooter	Blackthorne (1995)	0	1995
975		0	0		1	2023-10-06 22:37:32.901238	2023-10-06 22:50:03.871298	A fighting game where players battle whilst riding on dragons.	Sai-Mate	T	0	touryuu-densetsu-elan-doree.chd	7						0		30		2		Sai-Mate		JP					Touryuu Densetsu: Elan Doreé	0	1999
976		0	0	2	1	2023-10-06 22:53:31.957678	2023-10-06 22:57:24.627517	Based on the 1995 superhero film of the same name, this arcade rendition is a traditional beat-'em-up with crazy power-ups and the ability to create insane combos.	Iguana Entertainment	E	0	batman-forever-the-arcade-game.chd	1						0		30		2		Acclaim Entertainment		NA				Brawler	Batman Forever: The Arcade Game	0	1996
977		1	0		1	2023-10-07 17:26:51.492089	2024-05-28 22:06:05.057646	Indigo Prophecy (aka Fahrenheit) is a psychological thriller in which the player is able to control different characters on both sides of a murder - the killer and those who are trying to find him.	Quantic Dream	M	0	fahrenheit-indigo-prophecy-remastered	2						0		40		1		Atari		NA			GOG	QTE	Fahrenheit: Indigo Prophecy Remastered	0	2015
978		1	0	76	0	2023-10-07 21:51:10.575204	2023-10-12 01:09:42.428480	In the world of Shadowrun magic has returned to the world. Elves, trolls, orks and dwarves walk among humans in a cyberpunk world. You are a shadowrunner, a specialist who undertakes difficult missions for people who want to keep their identities secret. Shadowrun Returns takes place in Seattle (USA) where you are trailing a mysterious killer on a chase that takes you from the slums to the halls of the most powerful megacorporations. In order to get through your mission you need to master technology and magic, while seeking aid from other runners.	Harebrained Schemes	M	0	shadowrun-returns	14	256 MB VRAM	2 GB				0	Ubuntu 14.04	17		1	1.4 GHz	Harebrained Schemes	2 GB	NA			GOG		Shadowrun Returns	0	2013
979		1	0	76	0	2023-10-08 03:50:05.392349	2023-10-12 01:09:38.092070	"Dragonfall is set in the Sixth World, a cyberpunk future where magic has returned to the world. More specifically, Dragonfall takes place in Berlin, in 2054. A long time ago, in 2012, the rampaging Great Dragon Feuershwinge (""Firewing"") was shot down by the German military, an event nicknamed the ""Dragonfall"". The player is the next recruit of an hardened team of shadowrunners, clandestine operatives doing the dirty work of megacorporations and other power players. Soon, the team gets caught in a web of intrigue and conspiracy that seems somehow linked to the death of the Dragon, 42 years earlier."	Harebrained Schemes	M	0	shadowrun-dragonfall	12	256 MB VRAM	2 GB				0	Ubuntu 14.04	17		1	1.4 GHz	Harebrained Schemes	2 GB	NA			GOG	Turn-Based, Strategy	Shadowrun: Dragonfall - Director's Cut	0	2014
980		0	0	76	0	2023-10-08 04:06:38.319402	2023-10-08 04:17:49.701125	The player character travels to Kong Kong on request by his/her former foster father Raymond Black. After meeting up with Duncan Wu, who used survive together with the player character in the Seattle slums, things go very wrong: The Hong Kong Police shoots one of Wu's associate as well as half of a Shadowrunner team employed by Black. Branded as terrorists, they have no choice but to seek the help of a Triad crime boss in order to erase their identities and start their search for Black...	Harebrained Schemes	M	0	shadowrun-hong-kong	12	256 MB VRAM	10 GB				0	Ubuntu 14.04	35		1	1.8 GHz	Harebrained Schemes	2 GB	NA		346940	STEAM	Turn-Based, Strategy	Shadowrun: Hong Kong - Extended Edition	0	2015
981		1	0	4	0	2023-10-10 00:23:56.431976	2023-10-11 20:42:41.890005	An evil demoness founded a cult dedicated to exploring evil in its most elemental forms. This cult was based in a temple just outside the village of Hommlet in a vile shire known as Nulb. Soon, this cult rose to rule the region with tyranny and grim times of chaos and violence ensued. Hard-fought battles were waged and the war was eventually won by the good armies of nearby lands. The temple was razed, the villains were imprisoned, and order was restored. The temple itself faded into distant memory. Until now...	Troika Games	T	0	temple-of-elemental-evil	12	16 MB VRAM, DirectX 9.0 compatible	1.5 GB				0	Windows 98	40		1	700 MHz	Atari	128 MB	NA				Fantasy, Turn-Based, Isometric	Temple of Elemental Evil: A Classic Greyhawk Adventure, The	0	2003
982		0	0	4	1	2023-10-10 02:36:31.046672	2024-01-30 00:05:40.211549		Westwood Associates	E10	0	dragonstrike_1992.nes	1						0		24		2		TSR, Strategic Simulations		NA				Fantasy, Shooter, Top-Down	DragonStrike (1992)	0	1992
983		0	0	4	0	2023-10-10 02:56:52.287407	2024-01-30 00:05:52.050595	DragonStrike put players in control of a dragon from a first-person perspective, completing 20 set missions, going through a rank system and gaining magical abilities.	Westwood Associates		0	dragonstrike_1990.zip.zip	1						0		7		1		TSR		NA				Fantasy, Flight	DragonStrike (1990)	0	1990
984		1	0		0	2023-10-11 01:08:43.971340	2023-10-11 20:42:53.127468	A free roaming space sim which puts you in the shoes of a down and out pilot, and then gives you the freedom to earn your riches by performing missions for the various factions, trading, or simply shooting other ships and taking their cargo!	Digital Anvil	T	0	freelancer	1	16 MB VRAM / DirectX 9 compatible	1.3 GB				1	Windows 98 SE	40		1	600 MHz	Microsoft Studios	128 MB	NA				Sci-Fi, Simulation, Flight	Freelancer	0	2003
985		0	1		0	2023-10-11 16:15:08.043007	2023-10-11 16:48:11.259882	Players create wizard characters that attend a school to learn magic. As the students learn magical spells, they also learn the story and history of the worlds of the Spiral, an alternate universe of magic and mayhem. Combat with the inhabitants of the worlds is executed through collectible card magic, using spells the students have learned to defeat but not kill the creatures who are taking over the once peaceful worlds. The game stresses online safety and dubs it a family game, providing parents multiple ways to restrict or permit their children to interact with other players.	KingIsle Entertainment	E10	0	wizard101	12		14 GB				1	Windows 7	40		1		KingIsle Entertainment	4 GB	NA				MMORPG	Wizard101	0	2008
986		0	0		0	2023-10-12 02:36:41.654991	2024-05-28 22:02:18.553900	"You are Drew Blanc, animator of The Fluffy Fluffy Bun Bun Show. Life hasn't exactly turned out the way you planned. Your boss, Mr. Schmalz, has it in for you. Your creativity has left town. And just when you think it can't get worse... it does. A freak accident involving electronics (don't ask) spins you headfirst into the WHACKED OUT and not-so-warm-and-fuzzy world of your own cartoon creations.

To get home, you'll need to unravel the secrets of these loony lands before they unravel you. Out smart demented clowns, out shock cross-dressing livestock, and outwit the diabolical Count Nefarious! Send someone an exploding turkey. Watch Spike the Clown torture balloon animals. And, if you've got any energy left, try preventing an all-out war between the cartoon forces of good and evil."	Burst	T	0	toonstruck	4						0		32		1		Virgin Interactive Entertainment Inc		NA				FMV, Point & Click, Puzzle	Toonstruck	0	1996
987		0	0		0	2023-10-12 17:55:40.072360	2024-01-31 14:59:30.961351	"This adventure game puts the player in the shoes of Rincewind, a wizard whose sole purpose in life is to stay alive. He appears to be very good at it as well, because apparently the universe has decided to continuously challenge him. The game takes place in Discworld, a flat disc carried on the backs of four gigantic elephants, which themselves stand on the back of an even larger turtle.

The story is loosely based on the novel ""Guards! Guards!"". In this adventure, a dragon is summoned by a group of mysterious conspirators and now terrorizes the city state of Ankh-Morpork. Being the most expendable wizard of the Unseen University, Rincewind is given the task to get rid of the beast."	Perfect Entertainment	T	0	discworld.zip	4						0		32		1		Psygnosis		NA				Fantasy, Point & Click, Puzzle	Discworld	0	1995
988		1	0		0	2023-10-12 20:01:40.696767	2023-10-12 20:27:39.779184	"This game, based on the famous Quentin Tarantino movie Reservoir Dogs, fills in the gaps in the movie that are only briefly mentioned (like the robbery at the jewelry store). Throughout the story you get to play all seven main characters, from Mr. Blonde to Mr. White.

The missions are introduced by game engine cutscenes, which often recreate moments from the film. For example, in the first mission you see Mr. Pink holding his famous monologue ""I don't think we got set up, I know we got set up!"" and then you play Mr. Blue as the police arrives at the jewelry where your goal is to get out alive."	Volatile Games	M	0	reservoir-dogs	1	32 MB of VRAM	2 GB				0	Windows 2000	40		1	800 MHz	Eidos Interactive	256 MB	NA				Shooter, Third-Person	Reservoir Dogs	0	2006
989		1	0	118	0	2023-10-12 21:54:51.568829	2024-02-02 18:48:10.369864	You take on the role of James Bond and must save the world. The Phoenix International Corporation is focused on dismantling nuclear warheads throughout the world, but lately evidence has been found that the CEO of the corporation, Raphael Drake, is using his company's concept as a means to find and use the warheads for his own purposes. Because his plans are so well hidden, it is up to Bond, with the help of Q and his gadgets, to stop Drake at whatever cost.	Gearbox Software	T	0	007-nightfire	1	32 MB VRAM	1 GB				0	Windows 98	40		1	500 MHz	Aspyr Media	256 MB	NA				First-Person, Shooter	007: Nightfire	0	2002
990	Shinsetsu Samurai Spirits: Bushidōretsuden	0	0	67	1	2023-10-13 02:08:47.144152	2023-10-14 14:49:10.406888	"So the story begins...

It's Eighteen century in Japan, it's a peaceful region. The word ""peaceful"" only applies to the social status, not the heart of the human. The greed, like the diseases, is spreading through the human heart. The devil within had awaken.

And worse, the devil below is risen..."	SNK	E10	0	samurai-spirits-rpg	12						0		17		1		SNK		JP					Samurai Sprits RPG	1	1997
991		0	0		0	2023-10-18 03:13:44.373948	2023-10-18 03:21:59.287081	The game's story is set in a world where an evil computer named AM has destroyed all of humanity except for five people, whom he has been keeping alive and torturing for the past 109 years. Each survivor has a fatal flaw in their character, and in an attempt to crush their spirits, AM has constructed a metaphorical adventure for each that preys upon their weaknesses. To succeed in the game, the player must make choices to prove that humans are better than machines, because they have the ability to redeem themselves.	The Dreamers Guild	M	0	i-have-no-mouth-and-i-must-scream.zip	2						0		7		1		Cyberdreams		NA				Point & Click, Horror	I Have No Mouth, and I Must Scream	0	1995
992		0	0		0	2023-10-18 03:27:43.622378	2023-10-18 03:40:16.475227	"You have just moved into a new house and you are experiencing some horrible nightmares. The nightmares are caused by the Aliens that made the ""dark world"" which the only access to is through the magic mirror. You've got to find whats behind those nightmares and get rid of the Aliens."	Cyberdreams	T	0	dark-seed.zip	2						0		7		1		Cyberdreams		NA				Point & Click, Horror	Dark Seed	0	1992
993		0	0		1	2023-10-22 18:24:15.466304	2023-10-22 18:45:47.573426	Meet seven heroes, each with their own unique abilities and lives to live across different time periods. Experience their stories in any order you choose, uncovering shocking developments along the way.	Squaresoft	T	0	live-a-live.sfc	12						0		34		1		Squaresoft		JP				Fantasy, Turn-Based, 2D Scrolling	Live A Live	1	1994
994		0	0		1	2023-10-24 03:16:24.908604	2023-11-09 15:45:23.960894	The game is set in the modern-day world, and the player is cast as a Marine Corps sergeant in charge of a team of thirteen Marines. They are sent on a long sequence of covert missions, fighting various rogue militia and paramilitary organizations based in assorted locations around the United States.	WizardWorks Group	M	0	damage-incorporated	1	DirectX compatible	12 MB				0	Windows 95	40		1	66 MHz	Paranoid Productions	16 MB	NA				First-Person, Strategy, Shooter	Damage Incorporated	0	1997
995		1	0	79	0	2023-10-30 00:41:08.144927	2023-11-16 11:20:11.281238	You must take control of archers, explosive-throwing dwarves, dependable infantry, and others to stop the horde of undead and evil from overrunning the last vestiges of good in the world. Battle plague-ridden corpses who detonate themselves in ground-shaking explosions, throngs of axe-wielding zombies, floating spectors who hurl poisoned spears at you, and quick-moving magical creatures armed with sharp blades. Live long enough and you will face the most powerful of the Fallen Lords.	Bungie	M	0	myth-the-fallen-lords	14	DirectX 5.0	345 MB				1	Windows 95	40		1	90 MHz	Bungie	16 MB	NA				Fantasy	Myth: The Fallen Lords	0	1997
996		0	0		0	2023-11-01 01:02:09.490203	2024-05-28 22:58:32.697613	A sequel to the first Blood Bowl. A game based on the Games Workshop table top mini figures game of the same name that pits fantasy races from the Warhammer universe against one another in turn-based American football.	Cyanide Studio	T	0	blood-bowl-2	13	OpenGL 3.3 compatible / DirectX 10 compatible	8 GB				0	Vista 7	40		1	2.5 GHz Dual Core	Focus Home Interactive	3 GB	NA				Fantasy, Role-Playing, Tactical	Blood Bowl 2: Legendary Edition	0	2015
997		0	0		0	2023-11-01 02:41:52.481040	2023-11-01 02:51:49.197790	NEO Scavenger is a game where you must survive in the wasteland long enough to figure out who you are. Each turn, you must decide where to go, how to scavenge for supplies, and how to deal with anything and anyone you encounter.	Blue Bottle Games		0	neo-scavenger	12	128 MB of VRAM	75 MB				0	Ubuntu 10.04	17		1	2.33 GHz	Blue Bottle Games	1 GB	NA			GOG	Post-Apocalyptic, Turn-Based, Strategy	NEO Scavenger	0	2014
998		0	0		1	2023-11-06 02:41:52.651307	2023-11-06 02:49:17.325687	Take the role of a cameraman in a news team set out to investigate a horrific monster invasion in Chicago.	Grasshopper Manufacture	M	0	michigan-report-from-hell.chd	1						0		26		1		505 Games		EU				First-Person, Horror, Post-Apocalyptic	Michigan: Report from Hell	0	2004
999		1	0		1	2023-11-07 00:58:10.932221	2023-11-09 16:49:39.782612	Fang was once a proud and rich city, until Baron Sukumvit took over. Under his rule, the city is known as the City of the Lost Souls. Deep inside the mountains surrounding the city, Baron Sukumvit built a labyrinth, named Deathtrap Dungeon, and used it to imprison his enemies. Filled with vulgarities, traps and disgusting monsters, the dungeon is a very dangerous place. With his enemies gone, the Baron now has opened up the dungeon to sport and sends willing heroes down into it's depths, betting on the likelihood of their survival. If anyone could survive all levels of the dungeon, and slay the red dragon Melkor, they would receive 10.000 gold pieces and Baron Sukumvit would renounce his rule over Fang. Two brave heroes: Red Lotus and Bandog, agree to these terms and enter the Deathtrap Dungeon...	Asylum Studios	M	0	deathtrap-dungeon	1	16-bit color	120 MB				0	Windows 95	40		1	90 MHz	Eidos Interactive	16 MB	NA				Fantasy	Deathtrap Dungeon	0	1998
